id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
796318,2011,01/06/2011,1072014,8.0,RENT,1,Low,52000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,21.27,3559.138836,3000.0,0.0,98.92,leinster
796306,2011,01/06/2011,1092013,7.0,RENT,1,Low,34942,1,1500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,15.59,1742.6,1500.0,0.0,49.11,Northern-Irl
796295,2011,01/07/2011,1072014,5.0,RENT,1,Low,75000,1,6400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.99,D,4,14.08,8091.127839,6400.0,0.0,224.98,munster
786033,2011,01/06/2011,1072014,6.0,MORTGAGE,3,Low,90000,1,15000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,8.49,A,1,4.45,17039.41632,15000.0,0.0,473.45,Northern-Irl
796276,2011,01/07/2011,1072014,6.0,OWN,2,Low,49000,1,3000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.99,C,3,13.44,3636.9901990000003,3000.0,0.0,101.07,Northern-Irl
795816,2011,01/06/2011,1042013,10.0,RENT,1,Low,86000,1,8000, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,5.99,A,1,8.13,8618.98,8000.0,0.0,243.34,cannught
795773,2011,01/06/2011,1062012,5.0,MORTGAGE,3,Medium,110000,2,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,7.9,15898.81,15000.0,0.0,466.53,cannught
795174,2011,01/07/2011,1072014,4.0,MORTGAGE,3,High,325000,3,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,5.99,A,1,7.82,10949.91113,10000.0,0.0,304.18,leinster
795748,2011,01/06/2011,1062014,3.0,MORTGAGE,3,Low,45600,1,1450, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,8.49,A,1,16.05,1646.065383,1450.0,0.0,45.77,munster
796262,2011,01/06/2011,1072014,5.0,MORTGAGE,3,Low,70000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.79,C,3,16.87,12437.60081,10000.0,0.0,345.63,ulster
796187,2011,01/06/2011,1092012,10.0,RENT,1,Low,63000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,12.04,6675.42,6000.01,0.0,197.83,leinster
795289,2011,01/06/2011,1032014,8.0,MORTGAGE,3,Low,60000,1,9600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,16.74,11608.82439,9600.0,0.0,323.42,cannught
796194,2011,01/06/2011,1082015,3.0,RENT,1,Low,85000,1,26000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,17.96,35002.72924,26000.0,0.0,591.45,ulster
795714,2011,01/06/2011,1112012,10.0,RENT,1,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,10.59,B,2,0.72,12825.74,12000.0,0.0,390.54,ulster
779478,2011,01/06/2011,1062012,10.0,RENT,1,Low,59000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,14.05,13391.01,12000.0,0.0,276.06,leinster
792665,2011,01/06/2011,1112011,2.0,RENT,1,Low,62000,1,20500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.99,F,6,15.24,21913.0,20500.0,0.0,554.48,Northern-Irl
796177,2011,01/07/2011,1122011,3.0,RENT,1,Low,67000,1,6000, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,9.99,B,2,4.76,6237.6,6000.0,0.0,193.58,Northern-Irl
796161,2011,01/07/2011,1092013,1.0,RENT,1,Low,33000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,20.07,10741.75,10000.0,0.0,301.6,munster
796137,2011,01/06/2011,1072012,0.5,RENT,1,Low,12000,1,1500, 60 months,2,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,15.99,D,4,0.0,1863.890891,211.49,1429.250891,36.47,Northern-Irl
796094,2011,01/06/2011,1052014,0.5,RENT,1,Low,37000,1,12800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,21.74,F,6,6.49,12691.33,5332.52,1087.21,351.64,Northern-Irl
780216,2011,01/06/2011,1072014,4.0,MORTGAGE,3,Medium,120000,2,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.62,D,4,12.38,10081.26895,8000.0,0.0,279.76,Northern-Irl
795797,2011,01/06/2011,1092012,3.0,RENT,1,Low,30000,1,2300, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.79,C,3,16.2,2634.39,2300.0,0.0,79.5,munster
759469,2011,01/07/2011,1022012,10.0,RENT,1,Low,57000,1,14400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,18.69,14542.91,14400.0,0.0,447.87,ulster
796092,2011,01/07/2011,1062012,10.0,MORTGAGE,3,Low,36000,1,13250, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,13.99,C,3,22.7,5320.86,3472.78,349.96,452.79,Northern-Irl
796096,2011,01/06/2011,1032013,0.5,OWN,2,Low,9600,1,3600, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,16.89,D,4,0.0,4225.62,3600.0,0.0,89.26,leinster
791618,2011,01/06/2011,1072014,1.0,RENT,1,Low,28800,1,12250, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,19.96,14350.366030000001,12250.0,0.0,398.68,Northern-Irl
796082,2011,01/06/2011,1072014,6.05,RENT,1,Low,24000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,15.2,7274.473051999999,6000.0,0.0,202.14,Northern-Irl
796074,2011,01/07/2011,1052015,4.0,MORTGAGE,3,Medium,150000,2,33000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.69,E,5,17.44,50871.20097,33000.0,0.0,868.62,cannught
776949,2011,01/06/2011,1032012,2.0,MORTGAGE,3,Low,43000,1,12000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.99,B,2,4.3,12916.19,12000.0,0.0,266.88,leinster
794680,2011,01/06/2011,1042012,10.0,MORTGAGE,3,Low,54903,1,6000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Bad Loan,1,15.23,C,3,23.08,1869.3,1249.22,0.0,208.67,ulster
796043,2011,01/06/2011,1032014,0.5,OWN,2,Medium,105000,2,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.99,C,3,13.2,6043.708381,5000.0,0.0,168.45,leinster
796034,2011,01/06/2011,1072013,10.0,MORTGAGE,3,Low,43000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.49,B,2,17.53,8121.06,6268.8,220.98,329.72,Northern-Irl
796024,2011,01/06/2011,1052014,7.0,MORTGAGE,3,Low,48000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.99,B,2,12.28,3386.49,2802.99,0.0,99.63,munster
795948,2011,01/06/2011,1082011,0.5,RENT,1,Low,43000,1,16000, 60 months,2,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,10.59,B,2,0.42,16141.18,16000.0,0.0,344.62,ulster
795919,2011,01/06/2011,1052014,1.0,RENT,1,Low,39000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.99,B,2,16.55,14126.7904,12000.0,0.0,392.81,cannught
795883,2011,01/06/2011,1052013,2.0,MORTGAGE,3,Medium,106000,2,6000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,8.49,A,1,10.8,6626.42,6000.0,0.0,189.38,Northern-Irl
795884,2011,01/06/2011,1052014,0.5,MORTGAGE,3,Low,28800,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.49,A,1,14.63,5571.001886,5000.0,0.0,155.51,leinster
795873,2011,01/06/2011,1072014,4.0,MORTGAGE,3,Medium,115000,2,5600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,0.96,6079.457714,5600.0,0.0,168.9,cannught
795867,2011,01/06/2011,1032014,10.0,MORTGAGE,3,Low,68000,1,10000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.49,A,1,1.75,11174.13817,10000.0,0.0,311.02,Northern-Irl
795869,2011,01/06/2011,1122014,3.0,OWN,2,Low,50000,1,12000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.99,C,3,3.17,15844.40868,12000.0,0.0,272.98,leinster
795022,2011,01/06/2011,1032013,5.0,RENT,1,Low,21000,1,4000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.49,B,2,6.4,4584.3,4000.02,0.0,131.89,ulster
749212,2011,01/06/2011,1072014,6.05,RENT,1,Low,22000,1,2200, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.49,A,1,2.4,2530.405584,2200.0,0.0,68.43,ulster
795811,2011,01/06/2011,1072014,2.0,MORTGAGE,3,Low,28000,1,1000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,13.54,1245.537573,1000.0,0.0,33.69,ulster
795757,2011,01/06/2011,1032014,10.0,MORTGAGE,3,Low,60000,1,5000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,12.99,C,3,20.06,6043.893127,5000.0,0.0,168.45,leinster
795701,2011,01/06/2011,1022012,4.0,OWN,2,Low,55000,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,12.41,9807.63,9000.0,0.0,318.6,ulster
795726,2011,01/06/2011,1062012,5.0,MORTGAGE,3,Low,79750,1,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,14.43,38386.71,35000.0,0.0,1162.34,cannught
795685,2011,01/06/2011,1012015,4.0,RENT,1,Medium,110004,2,5000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,20.25,F,6,5.5,7669.481897,5000.0,0.0,133.17,leinster
795678,2011,01/06/2011,1112013,0.5,MORTGAGE,3,High,220000,3,2500, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.99,A,1,3.13,2762.04,2500.0,0.0,77.19,leinster
795569,2011,01/06/2011,1122015,5.0,MORTGAGE,3,Low,52000,1,14400, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Bad Loan,1,17.49,D,4,24.99,19146.63,11989.16,0.0,361.69,cannught
795642,2011,01/06/2011,1102011,4.0,MORTGAGE,3,Low,30000,1,13000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.99,C,3,2.12,13416.84,13000.0,0.0,295.73,leinster
795509,2011,01/07/2011,1022012,1.0,RENT,1,Low,25000,1,10000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Bad Loan,1,8.49,A,1,2.45,2218.18,1743.67,0.0,315.63,cannught
792377,2011,01/06/2011,1112012,4.0,RENT,1,Low,65000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,24.3,17209.43,15000.0,0.0,508.96,ulster
795570,2011,01/06/2011,1072013,4.0,OWN,2,Low,24000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.99,C,3,7.85,3316.19,2487.58,86.75,134.76,ulster
795568,2011,01/06/2011,1062013,10.0,MORTGAGE,3,Low,91200,1,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.49,B,2,23.61,2318.08,2000.0,0.0,65.95,ulster
788944,2011,01/06/2011,1072014,10.0,MORTGAGE,3,Low,65500,1,3000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,5.99,A,1,22.55,3284.9015280000003,3000.0,0.0,91.26,cannught
795536,2011,01/06/2011,1022012,3.0,MORTGAGE,3,Low,56004,1,16000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.49,B,2,14.46,17030.12,16000.0,0.0,351.81,ulster
795539,2011,01/07/2011,1102013,0.5,RENT,1,Low,35000,1,15500, 60 months,2,INDIVIDUAL,1,major_purchase,8,High,2,Bad Loan,1,13.99,C,3,22.66,10803.36,5309.5,1428.95,360.58,ulster
795541,2011,01/06/2011,1042013,10.0,MORTGAGE,3,Low,82305,1,18600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.99,A,1,7.19,20283.23,18600.0,0.0,574.23,ulster
795522,2011,01/06/2011,1072013,2.0,RENT,1,Low,27000,1,4325, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,20.4,5548.41,4325.0,0.0,106.31,leinster
791821,2011,01/06/2011,1072014,10.0,MORTGAGE,3,Low,67200,1,5525, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.99,A,1,18.98,6139.769052000001,5525.0,0.0,170.58,munster
795498,2011,01/06/2011,1052012,1.0,OWN,2,Low,30480,1,1200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.99,B,2,16.42,1307.03,291.42,908.63,39.86,cannught
795487,2011,01/06/2011,1072014,5.0,MORTGAGE,3,Low,42000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.23,C,3,21.94,8766.945827,7000.0,0.0,243.45,leinster
795467,2011,01/06/2011,1072012,4.0,OWN,2,Low,40000,1,13600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,22.48,G,7,14.28,5237.11,1651.9,704.11,379.34,munster
788061,2011,01/06/2011,1042012,2.0,RENT,1,Low,60000,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,6.96,7572.95,7200.0,0.0,227.26,leinster
795461,2011,01/06/2011,1062014,2.0,MORTGAGE,3,Low,49000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,12.96,3437.35,2887.61,18.6,98.21,Northern-Irl
795448,2011,01/06/2011,1112014,10.0,MORTGAGE,3,Low,36400,1,13750, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,12.99,C,3,22.12,13303.5,8126.4,834.61,312.79,leinster
795438,2011,01/06/2011,1072012,0.5,RENT,1,Low,65000,1,23000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,20.9,25394.44,23000.0,0.0,763.82,cannught
794612,2011,01/06/2011,1072014,2.0,RENT,1,Low,46151,1,6000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.59,B,2,11.08,7027.276688,6000.0,0.0,195.27,Northern-Irl
795409,2011,01/06/2011,1062014,10.0,MORTGAGE,3,Medium,128000,2,10550, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,5.75,13535.323769999999,10550.0,0.0,242.7,ulster
795357,2011,01/06/2011,1072014,4.0,RENT,1,Low,60000,1,12500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.49,B,2,12.44,14834.34535,12500.0,0.0,412.15,munster
795377,2011,01/06/2011,1072014,6.05,RENT,1,Low,9600,1,1800, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,5.99,A,1,5.88,1970.897116,1800.0,0.0,54.76,Northern-Irl
795341,2011,01/06/2011,1022012,10.0,MORTGAGE,3,Low,70000,1,2500, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,5.99,A,1,8.73,2580.86,2500.0,0.0,76.05,leinster
795376,2011,01/06/2011,1072014,3.0,RENT,1,Low,84000,1,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,15.91,20446.99809,18000.0,0.0,568.14,cannught
795353,2011,01/06/2011,1122013,1.0,RENT,1,Low,20400,1,3500, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,6.99,A,1,4.0,3872.37,3500.0,0.0,108.06,munster
795344,2011,01/07/2011,1122013,5.0,RENT,1,Low,81000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,22.09,31658.2,25000.01,0.0,575.12,Northern-Irl
790992,2011,01/06/2011,1092014,0.5,MORTGAGE,3,Low,73000,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.62,F,6,14.01,27142.641480000002,18000.0,0.0,483.13,cannught
794722,2011,01/07/2011,1102013,2.0,RENT,1,Low,42000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.99,B,2,3.14,9317.22,8000.0,0.0,261.88,Northern-Irl
795305,2011,01/06/2011,1072014,3.0,RENT,1,Low,30000,1,6400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,11.0,7776.715163,6400.0,0.0,215.62,cannught
795290,2011,01/06/2011,1072014,10.0,RENT,1,Low,100000,1,15000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.99,C,3,11.52,19440.875519999998,15000.0,0.0,341.22,Northern-Irl
794679,2011,01/07/2011,1012015,10.0,MORTGAGE,3,Medium,110000,2,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,15.75,30296.714089999998,24000.0,0.0,516.93,leinster
795281,2011,01/06/2011,1082012,8.0,OWN,2,Low,31000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,1.39,12657.68,12000.0,0.0,365.01,Northern-Irl
794157,2011,01/06/2011,1012014,5.0,RENT,1,Low,65000,1,24000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.69,E,5,10.91,31666.95,24000.0,0.0,888.14,ulster
795260,2011,01/06/2011,1052013,9.0,RENT,1,Low,55500,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,22.1,3427.39,3000.0,0.0,97.64,leinster
794814,2011,01/06/2011,1072014,10.0,OWN,2,Medium,125000,2,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,29.21,29288.81838,25000.0,0.0,813.63,leinster
795254,2011,01/06/2011,1102015,6.0,RENT,1,Low,63600,1,16250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,29.36,21275.1475,16250.0,0.0,357.3,Northern-Irl
795203,2011,01/06/2011,1072014,1.0,RENT,1,Low,76500,1,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,11.65,23910.28169,20000.0,0.0,664.2,cannught
795194,2011,01/06/2011,1082013,0.5,RENT,1,Low,50000,1,20375, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,21.48,26354.88,20375.0,0.0,500.81,Northern-Irl
782224,2011,01/06/2011,1012016,3.0,MORTGAGE,3,Low,42000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,13.29,13921.39,10472.24,0.0,258.47,leinster
795119,2011,01/06/2011,1022015,1.0,RENT,1,Low,54000,1,15000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,15.99,D,4,18.13,21227.649840000002,15000.0,0.0,364.7,ulster
795104,2011,01/07/2011,1072014,3.0,RENT,1,Medium,160000,2,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,8.6,23217.74279,20000.01,0.0,645.25,ulster
794580,2011,01/06/2011,1112013,0.5,RENT,1,Low,65000,1,20000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,16.89,D,4,6.72,26575.81,20000.0,0.0,495.87,Northern-Irl
791995,2011,01/06/2011,1102012,4.0,MORTGAGE,3,Low,60000,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.49,B,2,10.38,13466.95,12000.0,0.0,263.86,ulster
795056,2011,01/06/2011,1112012,10.0,MORTGAGE,3,Low,70000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,14.79,C,3,13.97,5091.35,2389.88,552.15,284.16,cannught
795021,2011,01/06/2011,1072014,4.0,RENT,1,Low,50000,1,9200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,11.16,10916.45349,9200.0,0.0,303.34,ulster
795030,2011,01/07/2011,1112013,10.0,MORTGAGE,3,Low,100000,1,19000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,12.12,21435.08,19000.0,0.0,599.7,leinster
794168,2011,01/06/2011,1032013,0.5,RENT,1,Low,87360,1,35000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,13.99,C,3,0.55,42192.68,35000.0,0.0,814.21,leinster
793091,2011,01/06/2011,1072014,0.5,MORTGAGE,3,Low,85000,1,2800, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.49,A,1,15.1,3133.1435309999997,2800.0,0.0,87.09,leinster
789885,2011,01/06/2011,1072014,10.0,MORTGAGE,3,Medium,175000,2,2200, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.49,A,1,16.37,2565.960723,2200.0,0.0,69.44,Northern-Irl
794922,2011,01/06/2011,1012014,0.5,RENT,1,Low,60000,1,25475, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.99,B,2,23.06,26599.51,19818.14,2417.1,833.9,cannught
794818,2011,01/06/2011,1072014,1.0,MORTGAGE,3,Low,60000,1,4000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.49,A,1,21.94,4475.990911999999,4000.0,0.0,124.41,cannught
794889,2011,01/06/2011,1012013,1.0,MORTGAGE,3,Low,28000,1,3075, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,15.62,D,4,24.47,2027.13,1354.58,98.43,107.54,munster
794867,2011,01/06/2011,1072014,8.0,OWN,2,Low,96000,1,8000, 36 months,1,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,13.49,C,3,10.45,9764.35046,8000.0,0.0,271.45,munster
794858,2011,01/06/2011,1082013,10.0,RENT,1,Low,75000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.89,D,4,6.54,14989.47,12000.0,0.0,427.18,cannught
787739,2011,01/06/2011,1062012,8.0,MORTGAGE,3,Medium,150000,2,35000, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,10.99,B,2,7.43,38297.12,35000.0,0.0,760.82,leinster
794855,2011,01/06/2011,1062013,10.0,MORTGAGE,3,Low,96000,1,25000, 60 months,2,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,11.49,B,2,9.84,29691.16,25000.0,0.0,549.69,leinster
787383,2011,01/06/2011,1072014,6.0,MORTGAGE,3,Medium,150000,2,6400, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,15.62,D,4,19.91,8051.358633,6400.0,0.0,223.81,cannught
794835,2011,01/06/2011,1032014,0.5,RENT,1,Low,36000,1,4000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,5.42,A,1,5.17,4336.505115,4000.0,0.0,120.64,ulster
794846,2011,01/06/2011,1072014,4.0,RENT,1,Low,38400,1,3500, 36 months,1,INDIVIDUAL,1,car,2,High,2,Good Loan,0,13.99,C,3,11.44,4302.967065,3500.0,0.0,119.61,ulster
794827,2011,01/06/2011,1022014,5.0,OWN,2,Low,35000,1,1800, 36 months,1,INDIVIDUAL,1,vacation,11,High,2,Good Loan,0,16.49,D,4,18.75,2281.64,1800.0,0.0,63.72,Northern-Irl
794824,2011,01/06/2011,1022013,2.0,MORTGAGE,3,Low,67200,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,9.99,B,2,23.66,5610.01,4999.99,0.0,161.32,leinster
794760,2011,01/07/2011,1082011,10.0,MORTGAGE,3,Low,48960,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.39,E,5,14.58,10154.26,10000.0,0.0,363.49,ulster
794787,2011,01/06/2011,1112012,5.0,MORTGAGE,3,Medium,136000,2,21000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,13.24,23270.79,21000.0,0.0,677.52,leinster
794796,2011,01/06/2011,1052013,3.0,MORTGAGE,3,Low,60000,1,22325, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,23.16,26551.83,22325.0,0.0,496.5,ulster
793908,2011,01/06/2011,1022012,10.0,MORTGAGE,3,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,5.99,A,1,0.2,10146.56,10000.0,0.0,304.18,ulster
794666,2011,01/07/2011,1122013,10.0,MORTGAGE,3,Low,72000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,8.49,A,1,10.58,7551.52,5546.67,592.83,315.63,cannught
793547,2011,01/06/2011,1022014,2.0,RENT,1,Low,88000,1,20000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.99,C,3,27.71,25364.09,20000.0,0.0,454.96,leinster
794608,2011,01/06/2011,1072014,10.0,RENT,1,Low,75000,1,15175, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,21.74,F,6,21.82,20784.609519999998,15175.0,0.0,577.51,Northern-Irl
794594,2011,01/06/2011,1072014,9.0,MORTGAGE,3,Low,60000,1,1800, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,8.49,A,1,18.2,2099.996252,1800.0,0.0,56.82,leinster
791229,2011,01/07/2011,1072014,0.5,RENT,1,Low,11476,1,5700, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.49,A,1,7.22,6380.022771,5700.0,0.0,177.28,leinster
794550,2011,01/07/2011,1012016,6.05,MORTGAGE,3,Low,45600,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,16.79,13920.13,10472.6,0.0,258.47,Northern-Irl
